"title","keyword" 
"ID-Based Encryption.","tincidunt,"
"ID-Based Encryption.","tincidunt,"
"ID-Based Encryption.","diam"
"Authorization Policy.","tincidunt"
"Authorization Policy.","vitae"
"History-Based Separation of Duties.","tincidunt,"
"History-Based Separation of Duties.","vitae"
"GCM.","tincidunt,"
"Memory and State Exhaustion Denial of Service.","velit"
"Memory and State Exhaustion Denial of Service.","posuere"
"Memory and State Exhaustion Denial of Service.","tincidunt,"
"Rank Codes.","diam"
"Linear Complexity.","tincidunt"
"Linear Complexity.","non"
"Sieving in Function Fields.","vitae"
"Sieving in Function Fields.","non"
"Talker Recognition.","diam"
"Talker Recognition.","Sed"
"Talker Recognition.","tincidunt"
"Run-Time Malware Analysis.","posuere"
"Run-Time Malware Analysis.","non"
"Run-Time Malware Analysis.","sapien"
"PEM, Privacy-Enhanced Mail.","vestibulum"
"PEM, Privacy-Enhanced Mail.","tincidunt"
"Nyberg-Rueppel Signature Scheme.","diam"
"Nyberg-Rueppel Signature Scheme.","posuere"
"False Data Filtering.","velit"
"False Data Filtering.","velit"
"False Data Filtering.","diam"
"ElGamal Public Key Encryption.","sapien"
"ElGamal Public Key Encryption.","Sed"
"ElGamal Public Key Encryption.","Sed"
"Deniable Encryption.","tincidunt,"
"Pseudonyms.","sapien"
"Pseudonyms.","non"
"Sliding Window Exponentiation.","vitae"
"Sliding Window Exponentiation.","tincidunt"
"Human Ear Biometrics.","Sed"
"Human Ear Biometrics.","velit"
"Human Ear Biometrics.","velit"
"Typing Dynamics.","sapien"
"Typing Dynamics.","tincidunt"
"Reference Monitor.","velit"
"Reference Monitor.","non"
"HTTP Cookie.","vitae"
"HTTP Cookie.","velit"
"Elliptic Curves for Primality Proving.","vitae"
"Sensor Key Establishment and Maintenance.","velit"
"Sensor Key Establishment and Maintenance.","tincidunt"
"Luby-Rackoff Ciphers.","diam"
"Password.","vitae"
"Visual Secret Sharing Schemes.","vitae"
"Mix Networks.","Sed"
"Mix Networks.","velit"
"Boomerang Attack.","vitae"
"Boomerang Attack.","velit"
"Boomerang Attack.","sapien"
"Cross-Correlation.","sapien"
"Feistel Cipher.","non"
"Feistel Cipher.","diam"
"Fingerprint.","tincidunt,"
"Fingerprint.","tincidunt"
"Fingerprint.","vitae"
"Quadratic Sieve.","vestibulum"
"Quadratic Sieve.","posuere"
"Quadratic Sieve.","vestibulum"
"Diffie-Hellman Key Exchange.","vestibulum"
"Salt.","posuere"
"Salt.","velit"
"Zeroization.","sapien"
"Zeroization.","tincidunt,"
"Voice Biometrics.","Sed"
"Interactive Proof Systems.","vestibulum"
"Interactive Proof Systems.","posuere"
"Group Key Distribution.","vestibulum"
"Group Key Distribution.","sapien"
"Ciphertext-Only Attack.","vestibulum"
"Ciphertext-Only Attack.","tincidunt,"
"Ciphertext-Only Attack.","tincidunt,"
"Primality Proving Algorithm.","diam"
"Primality Proving Algorithm.","sapien"
"Schemes Based on Rank Codes.","vestibulum"
"Dictionary Attack (I).","sapien"
"Related Key Attack.","diam"
"Related Key Attack.","Sed"
"Related Key Attack.","velit"
"Broadcast Encryption.","non"
"Diffie-Hellman Problem.","Sed"
"Diffie-Hellman Problem.","Sed"
"Security Implication in Virtualization.","vitae"
"Security Implication in Virtualization.","vestibulum"
"FPGAs in Cryptography.","velit"
"FPGAs in Cryptography.","posuere"
"Secure Logging.","tincidunt,"
"Secure Logging.","sapien"
"Secure Logging.","diam"
"Order.","vestibulum"
"Order.","non"
"Order.","tincidunt,"
"Hash-Based Signatures.","diam"
"DNA.","velit"
"DNA.","tincidunt,"
"DNA.","Sed"
"Three-Factor Authentication.","diam"
"Three-Factor Authentication.","diam"
"Zeta Function Computation.","sapien"
"Zeta Function Computation.","velit"
"Zeta Function Computation.","velit"
"Generator.","non"
"Generator.","tincidunt,"
"Generator.","vestibulum"
"Invasive Attacks.","tincidunt"
"Invasive Attacks.","sapien"
"Invasive Attacks.","Sed"
"Electromagnetic Attack.","Sed"
"Unpacking Malware.","vestibulum"
"Unpacking Malware.","tincidunt,"
"Unpacking Malware.","velit"
"E0 (Bluetooth).","vestibulum"
"Blinding Techniques.","vitae"
"Ring.","non"
"Ring.","posuere"
"Dynamic Malware Analysis.","vitae"
"DPA.","non"
"SPKI/SDSI.","velit"
"Chaum Blind Signature Scheme.","tincidunt"
"Chaum Blind Signature Scheme.","Sed"
"Tamper Response.","vitae"
"Tamper Response.","tincidunt"
"Tamper Response.","vestibulum"
"Universal Integrated Circuit Card.","posuere"
"Universal Integrated Circuit Card.","diam"
"Universal Integrated Circuit Card.","velit"
"Whirlpool.","Sed"
"Whirlpool.","non"
"Interactive Proof.","sapien"
"Miller-Rabin Probabilistic Primality Test.","vestibulum"
"MD4 Hash Function.","sapien"
"MD4 Hash Function.","sapien"
"MD4 Hash Function.","sapien"
"GMAC.","Sed"
"GMAC.","diam"
"TCP Reset Injection.","tincidunt"
"TCP Reset Injection.","tincidunt,"
"False Data Injection Defense.","Sed"
"Multiparty Computation (MPC).","Sed"
"Multiparty Computation (MPC).","posuere"
"Credentials.","non"
"Credentials.","diam"
"Chinese Wall.","tincidunt"
"Chinese Wall.","posuere"
"Eavesdropper.","velit"
"Eavesdropper.","Sed"
"Eavesdropper.","vitae"
"Shannon's Model.","posuere"
"Shannon's Model.","vestibulum"
"Shannon's Model.","non"
"Vascular Patterns.","sapien"
"Alberti encryption.","vitae"
"Alberti encryption.","non"
"Data Encryption Standard (DES).","tincidunt,"
"RBAC.","sapien"
"RBAC.","tincidunt,"
"RBAC.","vestibulum"
"Shamir's Threshold Scheme.","vitae"
"Shamir's Threshold Scheme.","sapien"
"Shamir's Threshold Scheme.","velit"
"Stack (Buffer) Overflow.","posuere"
"Stack (Buffer) Overflow.","diam"
"Bytecode Verification.","diam"
"Bytecode Verification.","vestibulum"
"Applications of Formal Methods to Web Application Security.","posuere"
"Applications of Formal Methods to Web Application Security.","non"
"Applications of Formal Methods to Web Application Security.","posuere"
"SERPENT.","tincidunt,"
"SERPENT.","posuere"
"SERPENT.","tincidunt"
"Electronic Purse.","vestibulum"
"Electronic Purse.","Sed"
"MPKC.","vestibulum"
"MPKC.","vitae"
"Watermarking.","velit"
"Certificate Management.","Sed"
"Certificate Management.","non"
"Certificate Management.","velit"
"Secure Socket Layer (SSL).","vitae"
"Secure Socket Layer (SSL).","non"
"Secure Socket Layer (SSL).","tincidunt,"
"Conference Key Agreement.","tincidunt"
"Bank Card.","tincidunt"
"Bank Card.","diam"
"Bank Card.","diam"
"Symmetric Cryptosystem.","velit"
"Symmetric Cryptosystem.","non"
"Symmetric Cryptosystem.","Sed"
"Certificate Revocation.","vestibulum"
"Certificate Revocation.","vestibulum"
"Genetic Code.","non"
"Genetic Code.","diam"
"Genetic Code.","velit"
"Web Browser Security and Privacy.","non"
"Pseudorandom Function.","diam"
"Pseudorandom Function.","vitae"
"Pseudorandom Function.","tincidunt"
"Temporal Access Control.","sapien"
"Temporal Access Control.","velit"
"Temporal Access Control.","vestibulum"
"Cascade Revoke.","sapien"
"Cascade Revoke.","vestibulum"
"Cascade Revoke.","tincidunt,"
"Firewalls.","non"
"Firewalls.","non"
"Firewalls.","sapien"
"Remote Attestation.","non"
"Remote Attestation.","sapien"
"Remote Attestation.","velit"
"compromising emanations.","vitae"
"compromising emanations.","tincidunt,"
"compromising emanations.","non"
"Biometrics.","sapien"
"Biometrics.","posuere"
"Biometrics.","tincidunt"
"Noninteractive Proof.","non"
"Overlay-Based DoS Defenses.","Sed"
"Overlay-Based DoS Defenses.","diam"
"Overlay-Based DoS Defenses.","vestibulum"
"Formal Analysis of Security APIs.","tincidunt"
"Inversion Attack.","vitae"
"Bell-LaPadula Confidentiality Model.","tincidunt,"
"Threshold Signature.","tincidunt,"
"Threshold Signature.","non"
"Threshold Signature.","tincidunt"
"Impossible Differential Attack.","sapien"
"Greatest Common Divisor.","Sed"
"Biba Mandatory Integrity Policy.","posuere"
"Biba Mandatory Integrity Policy.","tincidunt,"
"Biba Mandatory Integrity Policy.","non"
"MD4-MD5.","Sed"
"Physical Unclonable Functions (PUFs).","sapien"
"Physical Unclonable Functions (PUFs).","vestibulum"
"Formal Analysis of Cryptographic Protocols.","tincidunt"
"Formal Analysis of Cryptographic Protocols.","velit"
"Modulus.","vestibulum"
"Modulus.","non"
"","velit"
"","sapien"
"Minimal Privilege.","non"
"Minimal Privilege.","sapien"
"Minimal Privilege.","posuere"
"Biometric Identification in Video Surveillance.","vitae"
"Platform for Privacy Preferences (P3P).","Sed"
"Chroot Prison.","Sed"
"Anonymity in Data Mining.","diam"
"Anonymity in Data Mining.","Sed"
"Strong Prime.","sapien"
"Strong Prime.","vitae"
"Linear Syndrome Attack.","tincidunt"
"Linear Syndrome Attack.","sapien"
"Nym.","sapien"
"Nym.","non"
"Denial of Service.","velit"
"Denial of Service.","vitae"
"Key escrow.","posuere"
"Space-Time Trade-Off.","tincidunt"
"Space-Time Trade-Off.","sapien"
"IPSec Policy Analysis.","Sed"
"IPSec Policy Analysis.","vitae"
"IPSec Policy Analysis.","non"
"Location Privacy in Wireless Networks.","non"
"Secure signatures from the ""strong RSA"" assumption.","vestibulum"
"Secure signatures from the ""strong RSA"" assumption.","tincidunt"
"Secure signatures from the ""strong RSA"" assumption.","diam"
"ISO 19790 2006 Security Requirements for Cryptographic Modules.","sapien"
"ISO 19790 2006 Security Requirements for Cryptographic Modules.","velit"
"Hyperelliptic Curves.","tincidunt"
"Rank-Matric Codes.","non"
"Rank-Matric Codes.","tincidunt"
"Lattice.","tincidunt,"
"Lattice.","diam"
"Lattice.","sapien"
"Selective Forgery.","Sed"
"Selective Forgery.","velit"
"Computational Diffie-Hellman Problem.","vestibulum"
"Dictionary Attack (II).","vitae"
"Dictionary Attack (II).","vestibulum"
"TCP Modulation Attacks.","velit"
"TCP Modulation Attacks.","Sed"
"TCP Modulation Attacks.","tincidunt,"
"Key management.","non"
"Key management.","posuere"
"Key management.","tincidunt,"
"Number Field Sieve.","posuere"
"Number Field Sieve.","vitae"
"Big Number Squaring.","vitae"
"Big Number Squaring.","posuere"
"Big Number Squaring.","vitae"
"Certified Mail.","diam"
"Certified Mail.","diam"
"Spyware.","posuere"
"Spyware.","tincidunt"
"Radio Frequency Attacks.","tincidunt"
"Radio Frequency Attacks.","vestibulum"
"Autocorrelation.","vitae"
"Autocorrelation.","posuere"
"Autocorrelation.","posuere"
"Nonlinearity of Boolean Functions.","posuere"
"Attack by Summation Over an Hypercube.","vestibulum"
"Network Flooding Attack.","vestibulum"
"Network Flooding Attack.","vestibulum"
"Radiometrics.","diam"
"Radiometrics.","posuere"
"Code-Based Cryptography.","posuere"
"Code-Based Cryptography.","vitae"
"Code-Based Cryptography.","Sed"
"M-Invariance.","tincidunt,"
"Lamport One-Time Signatures.","non"
"Policy.","sapien"
"Policy.","non"
"Identification.","posuere"
"Identification.","tincidunt"
"Secure Signatures from the ""Strong RSA"" Assumption.","posuere"
"Secure Signatures from the ""Strong RSA"" Assumption.","Sed"
"Secure Signatures from the ""Strong RSA"" Assumption.","non"
"Web 2.0 Security and Privacy.","vitae"
"Web 2.0 Security and Privacy.","sapien"
"Web 2.0 Security and Privacy.","tincidunt,"
"Strong Authentication.","velit"
"Strong Authentication.","non"
"Secure Time Synchronization.","tincidunt,"
"XML-Based Access Control Languages.","non"
"Boolean Functions.","Sed"
"Boolean Functions.","sapien"
"Random Oracle Model.","posuere"
"Header Injections.","posuere"
"Header Injections.","vestibulum"
"Self-Shrinking Generator.","tincidunt"
"Self-Shrinking Generator.","velit"
"Elliptic Curve Public-Key Encryption Schemes.","vitae"
"Hybrid Encryption.","vestibulum"
"Hybrid Encryption.","non"
"Hybrid Encryption.","Sed"
"Identity-Based Encryption.","tincidunt"
"Propagation Characteristics of Boolean Functions.","non"
"Propagation Characteristics of Boolean Functions.","Sed"
"Kerckhoffs' Principle.","tincidunt,"
"Factor Base.","vestibulum"
"Factor Base.","vitae"
"Beaufort Encryption.","vitae"
"Homomorphism.","velit"
"Homomorphism.","non"
"Homomorphism.","non"
"Perfectly Secure Message Transmission.","vitae"
"Perfectly Secure Message Transmission.","diam"
"Perfectly Secure Message Transmission.","vestibulum"
"Exponential Key Exchange.","tincidunt,"
"Exponential Key Exchange.","tincidunt,"
"Fermat Primality Test.","tincidunt,"
"Fermat Primality Test.","vitae"
"Fermat Primality Test.","posuere"
"Web Security Auditing.","diam"
"Web Security Auditing.","non"
"Web Security Auditing.","tincidunt,"
"Source Location Privacy.","sapien"
"Codebook Attack.","vitae"
"Codebook Attack.","tincidunt,"
"Chemical Combinatorial Attack.","sapien"
"Chemical Combinatorial Attack.","Sed"
"Chemical Combinatorial Attack.","non"
"Hash Chain.","posuere"
"Hash Chain.","tincidunt"
"Hash Chain.","Sed"
"Challenge-Response Identification.","tincidunt,"
"Challenge-Response Identification.","velit"
"Challenge-Response Identification.","posuere"
"Authentication, From an Information Theoretic Perspective.","non"
"Authentication, From an Information Theoretic Perspective.","tincidunt"
"Authentication, From an Information Theoretic Perspective.","sapien"
"Keystream.","sapien"
"Recipient Anonymity.","tincidunt"
"Biometric Key Generation.","tincidunt"
"Biometric Key Generation.","diam"
"Record Linkage.","sapien"
"Mersenne Prime.","tincidunt"
"Mersenne Prime.","sapien"
"Mersenne Prime.","diam"
"Sealed Storage.","Sed"
"Sealed Storage.","tincidunt,"
"Triple DES.","Sed"
"Triple DES.","sapien"
"Timing attack.","tincidunt"
"Timing attack.","non"
"Timing attack.","vitae"
"RC4.","velit"
"RC4.","vitae"
"RC4.","posuere"
"Fair Exchange.","Sed"
"Fair Exchange.","diam"
"Fair Exchange.","Sed"
"Recursive Revoke.","sapien"
"Node Clone Defense.","vitae"
"Random Key Predistribution.","diam"
"Random Key Predistribution.","vestibulum"
"ISO/IEC 27001.","tincidunt,"
"ISO/IEC 27001.","vestibulum"
"ISO/IEC 27001.","non"
"Transport layer security (TLS).","posuere"
"Transport layer security (TLS).","velit"
"Transport layer security (TLS).","vestibulum"
"Privacy of Outsourced Data.","vestibulum"
"Shannon's Maxim.","Sed"
"Chosen Plaintext and Chosen Ciphertext Attack.","posuere"
"Chosen Plaintext and Chosen Ciphertext Attack.","velit"
"Chosen Plaintext and Chosen Ciphertext Attack.","non"
"Project Athena.","vestibulum"
"Project Athena.","diam"
"Response.","tincidunt,"
"Response.","posuere"
"Response.","tincidunt,"
"Web Initial Authentication.","diam"
"Web Initial Authentication.","posuere"
"Web Initial Authentication.","tincidunt,"
"Run.","diam"
"Run.","diam"
"Memory Overflow.","posuere"
"Memory Overflow.","tincidunt"
"Wiretapping.","diam"
"Trojan Horses, Computer Viruses and Worms.","posuere"
"Trojan Horses, Computer Viruses and Worms.","vitae"
"Standard Basis.","vestibulum"
"Credential-Based Access Control.","Sed"
"Credential-Based Access Control.","vestibulum"
"Access Control.","vestibulum"
"Access Control.","Sed"
"Data Remanence.","tincidunt,"
"Secret Key Cryptosystem.","tincidunt"
"Secret Key Cryptosystem.","non"
"Secret Key Cryptosystem.","sapien"
"RC5.","velit"
"RC5.","posuere"
"Cut-and-Choose Protocol.","tincidunt"
"Cut-and-Choose Protocol.","tincidunt"
"Clip Scheme.","Sed"
"Sensor Code Attestation.","Sed"
"Sensor Code Attestation.","diam"
"Sensor Code Attestation.","vestibulum"
"Role-Based Access Control.","tincidunt"
"Role-Based Access Control.","posuere"
"Group Signatures.","diam"
"Group Signatures.","velit"
"Penetration Testing.","tincidunt,"
"Penetration Testing.","velit"
"Penetration Testing.","Sed"
"Reverse Engineering of Malware Emulators.","tincidunt"
"Cyclic Codes.","vitae"
"Cyclic Codes.","vitae"
"Cyclic Codes.","diam"
"Cryptographic Algorithm Evaluation.","vestibulum"
"Cryptographic Algorithm Evaluation.","vitae"
"Cryptographic Algorithm Evaluation.","non"
"Firewall.","vestibulum"
"Certificate-Based Access Control.","velit"
"Certificate-Based Access Control.","diam"
"Microdata Masking Techniques.","non"
"Microdata Masking Techniques.","posuere"
"Face Recognition from Still Images and Video.","tincidunt,"
"Face Recognition from Still Images and Video.","non"
"Face Recognition from Still Images and Video.","sapien"
"Group Key Exchange.","velit"
"Replay Attack.","vitae"
"Modes of Operation of a Block Cipher.","Sed"
"Modes of Operation of a Block Cipher.","Sed"
"Modes of Operation of a Block Cipher.","posuere"
"Keystroke Logging.","posuere"
"Public-Key Authenticated Encryption.","vestibulum"
"Virtualization Security.","posuere"
"Virtualization Security.","posuere"
"Virtualization Security.","tincidunt,"
"Claw-Free.","Sed"
"Nonrepudiation Protocol.","posuere"
"Nonrepudiation Protocol.","diam"
"Preimage Resistance.","sapien"
"Preimage Resistance.","diam"
"Uncoordinated Direct Sequence Spread Spectrum.","vitae"
"Identity Management.","velit"
"Identity Management.","tincidunt,"
"Zero-knowledge.","posuere"
"FEAL.","tincidunt"
"Secure Function Evaluation.","velit"
"Secure Function Evaluation.","velit"
"Secure Function Evaluation.","tincidunt"
"Hardware Security Module.","non"
"Hardware Security Module.","diam"
"Hardware Security Module.","tincidunt,"
"NTRUEncrypt.","tincidunt"
"NTRUEncrypt.","velit"
"NTRUEncrypt.","vitae"
"Permissions.","Sed"
"Permissions.","vestibulum"
"Biometric Matching.","tincidunt,"
"Synchronous Stream Cipher.","diam"
"Synchronous Stream Cipher.","tincidunt,"
"Policy Composition.","tincidunt"
"Policy Composition.","Sed"
"Quadratic Residuosity Problem.","vestibulum"
"SHA-0, SHA-1, SHA-2 (Secure Hash Algorithm).","non"
"SHA-0, SHA-1, SHA-2 (Secure Hash Algorithm).","tincidunt,"
"SHA-0, SHA-1, SHA-2 (Secure Hash Algorithm).","non"
"Macrodata Protection.","tincidunt"
"Macrodata Protection.","tincidunt"
"Berlekamp-Massey algorithm.","diam"
"Berlekamp-Massey algorithm.","non"
"Cæsar Cipher.","vestibulum"
"Metrics of Software Security.","sapien"
"Bolero.net.","non"
"Trusted Third Party.","diam"
"Maliciously Modified Set of Administrative Tools.","diam"
"Maliciously Modified Set of Administrative Tools.","tincidunt,"
"Maliciously Modified Set of Administrative Tools.","posuere"
"Number Field Sieve for Factoring.","diam"
"DLP.","vitae"
"EMV.","posuere"
"Weak Collision Resistance.","sapien"
"Weak Collision Resistance.","diam"
"Vigenére Encryption.","diam"
"Vigenére Encryption.","diam"
"Microdata Protection.","posuere"
"Chosen Plaintext Attack.","Sed"
"Chosen Plaintext Attack.","tincidunt"
"Fault Attack.","tincidunt,"
"Fault Attack.","posuere"
"Fault Attack.","vestibulum"
"Protection Rings.","vitae"
"Protection Rings.","diam"
"Access Control Rules.","tincidunt,"
"RC6.","diam"
"Secure Audit Logs.","vitae"
"Secure Audit Logs.","diam"
"Decoding Algorithms.","velit"
"Decoding Algorithms.","sapien"
"Decoding Algorithms.","velit"
"Untraceability.","vitae"
"Authentication.","vestibulum"
"Authentication.","sapien"
"Authentication.","sapien"
"De Bruijn Sequence.","tincidunt,"
"Information Theory.","non"
"Information Theory.","non"
"Wiener, Boneh-Durfee, and May Attacks on the RSA Public Key Cryptosystem.","sapien"
"Correcting-block attack.","non"
"One-Time Password.","diam"
"Trust Anchor.","posuere"
"Trust Anchor.","tincidunt"
"Trust Anchor.","posuere"
"Prime Generation.","non"
"Resistance to the Standard Algebraic Attack.","tincidunt,"
"Resistance to the Standard Algebraic Attack.","velit"
"Resistance to the Standard Algebraic Attack.","diam"
"Golomb'S Randomness Postulates.","sapien"
"Golomb'S Randomness Postulates.","diam"
"Golomb'S Randomness Postulates.","sapien"
"Optimal Extension Fields (OEFs).","tincidunt"
"Binary Euclidean Algorithm.","non"
"Target Collision Resistant Hash Function.","non"
"Target Collision Resistant Hash Function.","vitae"
"Target Collision Resistant Hash Function.","non"
"Botnet Detection in Enterprise Networks.","diam"
"Smart/Algorithmic Denial of Service.","velit"
"Smart/Algorithmic Denial of Service.","Sed"
"Operational Separation of Duties.","posuere"
"Operational Separation of Duties.","vitae"
"Radio Interference Attack Defense.","diam"
"Dynamic Program Analysis.","tincidunt"
"CPU Denial of Service.","sapien"
"CPU Denial of Service.","velit"
"CPU Denial of Service.","vestibulum"
"Subscriber Identity Module.","tincidunt,"
"Subscriber Identity Module.","posuere"
"Subscriber Identity Module.","non"
"Decentralized Trust Management.","tincidunt"
"Decentralized Trust Management.","posuere"
"Decentralized Trust Management.","non"
"Identity Authentication.","non"
"Identity Authentication.","vitae"
"Identity Authentication.","sapien"
"Authorization.","vitae"
"Authorization.","posuere"
"Extended Euclidean Algorithm.","velit"
"Extended Euclidean Algorithm.","diam"
"Web Security.","Sed"
"Web Security.","vestibulum"
"Web Security.","non"
"Advanced Encryption Standard.","velit"
"Applications of Formal Methods to Intrusion Detection.","tincidunt,"
"Secure Shell.","tincidunt"
"Secure Shell.","non"
"Secure Shell.","velit"
"Coprime.","posuere"
"Coprime.","Sed"
"Attributes management.","vitae"
"Attributes management.","non"
"Attributes management.","tincidunt"
"Sequences.","Sed"
"Sequences.","posuere"
"Sequences.","velit"
"Anonymous Routing.","sapien"
"Physical Obfuscated Key.","sapien"
"Physical Obfuscated Key.","tincidunt,"
"Physical Obfuscated Key.","velit"
"Biometric Encryption.","vitae"
"Biometric Encryption.","Sed"
"Biometric Encryption.","vestibulum"
"Group Key Agreement.","vestibulum"
"Group Key Agreement.","diam"
"Covert Channels.","tincidunt,"
"Penmanship.","vestibulum"
"Penmanship.","sapien"
"Penmanship.","Sed"
"Microdata Anonymization Techniques.","Sed"
"Nonlinear Feedback Shift Register.","tincidunt,"
"digital signature schemes.","diam"
"digital signature schemes.","diam"
"digital signature schemes.","vestibulum"
"Sensor Key Management.","non"
"Hand Geometry Verification.","diam"
"Time-memory tradeoffs.","diam"
"Time-memory tradeoffs.","velit"
"Security of Group Communication in Wireless Mesh Networks.","sapien"
"Security of Group Communication in Wireless Mesh Networks.","velit"
"Adaptive Chosen Ciphertext Attack.","tincidunt,"
"Adaptive Chosen Ciphertext Attack.","sapien"
"BLP Model.","non"
"Security Reduction.","Sed"
"Chinese Remainder Theorem.","sapien"
"Linear Consistency Attack.","vitae"
"Fixed-Exponent Exponentiation.","non"
"Fixed-Exponent Exponentiation.","Sed"
"Fixed-Exponent Exponentiation.","vestibulum"
"Biometric Sample Quality.","diam"
"Biometric Sample Quality.","velit"
"Biometric Sample Quality.","vitae"
"Fermat Test.","sapien"
"Fermat Test.","Sed"
"Fermat Test.","tincidunt"
"Android's Security Framework-Understanding the Security of Mobile Phone Platforms.","tincidunt"
"Cramer-Shoup Public Key System.","diam"
"Cramer-Shoup Public Key System.","non"
"Cramer-Shoup Public Key System.","vestibulum"
"Reed-Muller Codes.","sapien"
"Traffic Analysis.","sapien"
"Traffic Analysis.","Sed"
"Biometric Sensors.","posuere"
"Nearest Vector Problem.","sapien"
"Nearest Vector Problem.","velit"
"Nearest Vector Problem.","diam"
"Dynamic Analysis.","Sed"
"Exhaustive Key Search.","sapien"
"Exhaustive Key Search.","vitae"
"Electronic Voting Schemes.","posuere"
"Electronic Voting Schemes.","vestibulum"
"Product Cipher, Superencryption.","diam"
"Product Cipher, Superencryption.","vitae"
"Undeniable Signatures.","posuere"
"Undeniable Signatures.","tincidunt,"
"Undeniable Signatures.","tincidunt"
"Combination Generator.","non"
"Combination Generator.","sapien"
"Efficiency of Hyperelliptic Curve Cryptosystems.","tincidunt"
"Post-Quantum Cryptography.","velit"
"Post-Quantum Cryptography.","vitae"
"Polynomial Time.","tincidunt,"
"Polynomial Time.","non"
"CEPS Standard.","posuere"
"CEPS Standard.","vitae"
"Asymmetric Cryptosystem.","vitae"
"Asymmetric Cryptosystem.","vestibulum"
"Nonrepudiation of Digital Signatures.","diam"
"Nonrepudiation of Digital Signatures.","velit"
"Nonrepudiation of Digital Signatures.","posuere"
"Macrodata Disclosure Protection.","tincidunt,"
"Self-Synchronizing Stream Cipher.","tincidunt,"
"Anti-DoS Cookies.","sapien"
"Anti-DoS Cookies.","Sed"
"Anti-DoS Cookies.","tincidunt,"
"Quantum Cryptography.","posuere"
"Maa.","velit"
"Maa.","posuere"
"Access Rights.","vestibulum"
"Multiple Encryption.","vitae"
"Multiple Encryption.","velit"
"Multiple Encryption.","sapien"
"Algebraic Immunity of Boolean Functions.","posuere"
"Microdata Disclosure Limitation.","velit"
"Microdata Disclosure Limitation.","sapien"
"Microdata Disclosure Limitation.","posuere"
"Threshold Homomorphic Cryptosystems.","vitae"
"Antivirus.","velit"
"Web Initial Sign on.","velit"
"Web Initial Sign on.","vestibulum"
"Outbound Authentication.","vitae"
"Fermat's Little Theorem.","posuere"
"Fermat's Little Theorem.","tincidunt"
"Fermat's Little Theorem.","sapien"
"Smartcard Tamper Resistance.","sapien"
"Smartcard Tamper Resistance.","velit"
"Anonymity.","tincidunt"
"Common Criteria, From a Security Policies Perspective.","posuere"
"Gröbner Basis.","tincidunt,"
"Gröbner Basis.","diam"
"Gröbner Basis.","non"
"Credential Verification.","Sed"
"Forgery.","non"
"Forgery.","tincidunt,"
"Forgery.","posuere"
"Elliptic Curve Keys.","sapien"
"Elliptic Curve Keys.","velit"
"Substitutions and Permutations.","diam"
"Substitutions and Permutations.","non"
"Substitutions and Permutations.","vitae"
"Public Key Encryption.","posuere"
"Public Key Encryption.","vestibulum"
"Program Integrity Verification.","tincidunt,"
"Security Evaluation Criteria.","tincidunt,"
"Security Evaluation Criteria.","velit"
"Security Evaluation Criteria.","Sed"
"Parallelizable Message Authentication Code.","vitae"
"Virus Protection.","velit"
"Resynchronization Attack.","diam"
"Resynchronization Attack.","velit"
"Resynchronization Attack.","non"
"Moore's Law.","vestibulum"
"A5/1.","diam"
"A5/1.","vitae"
"Needham-Schroeder Protocols.","Sed"
"Davies-Meyer Hash Function.","velit"
"Phenotyping.","tincidunt,"
"Phenotyping.","velit"
"Runtime Analysis.","Sed"
"Runtime Analysis.","non"
"Runtime Analysis.","sapien"
"Trapdoor One-Way Function.","non"
"Trapdoor One-Way Function.","velit"
"Trusted Platform Module.","posuere"
"Voice Recognition.","velit"
"Voice Recognition.","vitae"
"Information Flow Security.","tincidunt,"
"POK.","sapien"
"Signature Biometrics.","non"
"Signature Biometrics.","sapien"
"PKI.","vestibulum"
"BSP Board Support Package.","non"
"BSP Board Support Package.","Sed"
"Registration Authority.","tincidunt,"
"TWOFISH.","velit"
"TWOFISH.","non"
"RSA Factoring Challenge.","non"
"RSA Factoring Challenge.","vestibulum"
"Communication Channel Anonymity.","velit"
"Communication Channel Anonymity.","tincidunt,"
"Hash-Based Message Authentication Code.","vitae"
"Clock-Controlled Generator.","non"
"Clock-Controlled Generator.","sapien"
"Probabilistic Public-Key Encryption.","posuere"
"Probabilistic Public-Key Encryption.","sapien"
"Protocol Cookies.","posuere"
"Protocol Cookies.","posuere"
"Electronic Wallet.","sapien"
"Commitment.","sapien"
"Generalized Mersenne Prime.","Sed"
"Generalized Mersenne Prime.","vitae"
"Generalized Mersenne Prime.","tincidunt,"
"Secure Coprocessor.","diam"
"Secure Coprocessor.","tincidunt,"
"Secure Coprocessor.","tincidunt"
"Correlation Attack for Stream Ciphers.","diam"
"Correlation Attack for Stream Ciphers.","posuere"
"Correlation Attack for Stream Ciphers.","non"
"Exponentiation Algorithms.","posuere"
"Exponentiation Algorithms.","tincidunt"
"Access Matrix.","diam"
"Access Matrix.","velit"
"Firewall Policy Analysis.","tincidunt"
"Firewall Policy Analysis.","posuere"
"Pairing-Friendly Elliptic Curves.","tincidunt"
"Elliptic Curve Key Agreement Schemes.","posuere"
"Elliptic Curve Key Agreement Schemes.","tincidunt"
"Kasumi/Misty1.","velit"
"Kasumi/Misty1.","tincidunt,"
"Kasumi/Misty1.","velit"
"Skipjack.","tincidunt,"
"OAEP: Optimal Asymmetric Encryption Padding.","tincidunt"
