"title","auth_name"
"IDDS: An Interactive Decentallzed Documentation System","Volker Schillings"
"The Inhomogeneous BMAP/G/infinity Queue","Lothar Breuer"
"Function Decomposition and Synthesis Using Linear Sifting","Christoph Meinel"
"Function Decomposition and Synthesis Using Linear Sifting","Fabio Somenzi"
"Function Decomposition and Synthesis Using Linear Sifting","Thorsten Theobald"
"Static Output Feedback Design by Using a Newton-SQP Interior Point Method","Friedemann Leibfritz"
"Language Support for Synchronous Parallel Critical Sections","Christoph W. Keßler"
"Language Support for Synchronous Parallel Critical Sections","Helmut Seidl"
"On a Fast Algorithm for Constrained Nonlinear Least Squares Problems","Jürgen Huschens"
"The complexity of optimal small policies","Martin Mundhenk"
"Separating Counting Communication Complexity Classes","Carsten Damm"
"Separating Counting Communication Complexity Classes","Matthias Krause 0001"
"Separating Counting Communication Complexity Classes","Christoph Meinel"
"Separating Counting Communication Complexity Classes","Stephan Waack"
"OBDD-based Verification of Communication Protocols - Methods for the Verification of Data Link Protocols","Christoph Meinel"
"OBDD-based Verification of Communication Protocols - Methods for the Verification of Data Link Protocols","Christian Stangier"
"On Helly's Theorem: Algorithms and Extensions","Andreas Brieden"
"On Helly's Theorem: Algorithms and Extensions","Peter Gritzmann"
"On the Complexity of some Basic Problems in Computational Convexity: II. Volume and mixed volumes","Peter Gritzmann"
"On the Complexity of some Basic Problems in Computational Convexity: II. Volume and mixed volumes","Victor Klee"
"BMAP/G/1-Queues: Properties of the Fundamental-Period-Matrix G","Dieter Baum"
"Parameter Estimation for BMAPs","Lothar Breuer"
"Parameter Estimation for BMAPs","Marco Gilbert"
"Speeding up Variable Reordering of OBDDs.","Christoph Meinel"
"Speeding up Variable Reordering of OBDDs.","Anna Slobodová"
"A Modal µ""-Calculus for Durational Transition Systems","Helmut Seidl"
"Representation of Feedback Operators for Hyperbolic Partial Differential Equation Control Problems","Belinda B. King"
"Two Logarithmic Barrier Methods for Convex Semi-Infinite Programming Problems","Lars Abbe"
"Efficient Manipulation of FBDDs by Means of a Modified OBDD-Package","Anna Slobodová"
"Efficient Manipulation of FBDDs by Means of a Modified OBDD-Package","Christoph Meinel"
"Exact XML Type Checking in Polynomial Time.","Sebastian Maneth"
"Exact XML Type Checking in Polynomial Time.","Thomas Perst"
"Exact XML Type Checking in Polynomial Time.","Helmut Seidl"
"Log-concavity and Inequalities for Chi-square, F and Beta Distributions with Applications in Multiple Comparisons","Helmut Finner"
"Log-concavity and Inequalities for Chi-square, F and Beta Distributions with Applications in Multiple Comparisons","Markus Roters"
"Regularisierte Strafmethoden für inkorrekt gestellte Kontrollprobleme mit linearen Zustandsgleichungen","S. Rotin"
"An Indefinite Preconditioner for KKT Systems Arising in Optimal Control Problems","A. Battermann"
"An Indefinite Preconditioner for KKT Systems Arising in Optimal Control Problems","Ekkehard W. Sachs"
"Logarithmic Barrier Methods for Solving the Optimal Output Feedback Problem","Friedemann Leibfritz"
"Stochastic Models for Communication Networks with Moving Customers","Dieter Baum"
"Stochastic Models for Communication Networks with Moving Customers","Vladimir V. Kalashnikov"
"Computational Complexity of Inner and Outer j-RADII of Polytopes in Finite-Dimensional Normed Spaces","Peter Gritzmann"
"Computational Complexity of Inner and Outer j-RADII of Polytopes in Finite-Dimensional Normed Spaces","Victor Klee"
"Utility Function Program with or without Explicit Form of Utility Function","Nguyen V. Thoai"
"Scheduling with Constrained Processor Allocation for Interval Orders","Klaus Jansen"
"Some Bounds on Multiparty Communication Complexity of Pointer Jumping","Carsten Damm"
"Some Bounds on Multiparty Communication Complexity of Pointer Jumping","Stasys Jukna"
"Some Bounds on Multiparty Communication Complexity of Pointer Jumping","Jirí Sgall"
"An Efficient Method for Aerodynamic Shape Optimization","Subhendu Bikash Hazra"
"Zum Gleichgewichtsverhalten von Markov-Prozessen","Dieter Baum"
"Scheduling of Conditional Executed Jobs on Unrelated Processors","Klaus Jansen"
"Constraint Decomposition Algorithms in Global Optimization","Reiner Horst"
"Constraint Decomposition Algorithms in Global Optimization","Nguyen V. Thoai"
"How Much ExOR Improves on OR?","Carsten Damm"
"A Product Theorem for Markov Chains with Application to PF-Queueing Networks","Gurami Tsitsiashvili"
"A Product Theorem for Markov Chains with Application to PF-Queueing Networks","M. A. Osipova"
"A Product Theorem for Markov Chains with Application to PF-Queueing Networks","N. V. Koliev"
"A Product Theorem for Markov Chains with Application to PF-Queueing Networks","Dieter Baum"
"Zur Berechnung optimaler Steuerungen über Momentenungleichungen","Martin Gugat"
"On the Distribution of càdlàg Processes without Explosions","Lothar Breuer"
"On Optimization Properties of Functions with a Concave Minorant","Oleg V. Khamisov"
"Phasentyp-Verteilungen und Matrix-analytische Methoden","Dieter Baum"
"The Electronic Colloquium on Computational Complexity (ECCC): A Digital Library in Use","Jochen Bern"
"The Electronic Colloquium on Computational Complexity (ECCC): A Digital Library in Use","Christoph Meinel"
"An Even Faster Solver for General Systems of Equations","Christian Fecht"
"An Even Faster Solver for General Systems of Equations","Helmut Seidl"
"Inductive Counting below LOGSPACE","Carsten Damm"
"Inductive Counting below LOGSPACE","Markus Holzer 0001"
"Quantization for Probability Measures with Respect to the Geometric Mean Error","Siegfried Graf"
"Quantization for Probability Measures with Respect to the Geometric Mean Error","Harald Luschgy"
"Analysis and Manipulation of Boolean Functions in Terms of Decision Graphs","Jordan Gergov"
"Analysis and Manipulation of Boolean Functions in Terms of Decision Graphs","Christoph Meinel"
"On MAPA/G/K/K Stations","Dieter Baum"
"An EM Algorithm for Batch Markovian Arrival Processes and its Comparison to a Simpler Estimation Procedure","Lothar Breuer"
"Stable Methods for Variational Inequalities with Set Valued Monotone Operators","Alexander Kaplan"
"Stable Methods for Variational Inequalities with Set Valued Monotone Operators","Rainer Tichatschke"
"Monotonous Oracle Machines","Martin Mundhenk"
"On Multiparity Games for Pointer Jumping","Carsten Damm"
"On Multiparity Games for Pointer Jumping","Stasys Jukna"
"Interprocedural Invariants","Helmut Seidl"
"Interprocedural Invariants","Varmo Vene"
"Interprocedural Invariants","Markus Müller-Olm"
"The Möbius Function, Variations Ranks, and Theta(n)-Bounds on the Modular Communication Complexity of the Undirected Graph Connectivity Problem","Christoph Meinel"
"The Möbius Function, Variations Ranks, and Theta(n)-Bounds on the Modular Communication Complexity of the Undirected Graph Connectivity Problem","Stephan Waack"
"On the Complexity of One Branching Graphs","Klaus Jansen"
"A Note on Möbius Functions and the Communication Complexity of the Graph-Accessability-Problem","Christoph Meinel"
"Lock-Keeper Technology - A New Network Security Solution","Feng Cheng 0002"
"Lock-Keeper Technology - A New Network Security Solution","Paul Ferring"
"Lock-Keeper Technology - A New Network Security Solution","Christoph Meinel"
"Cascade: A Simple and Efficient Algorithm for Priority Queues","Martin Luckow"
"Cascade: A Simple and Efficient Algorithm for Priority Queues","Norbert Th. Müller"
"Efficient Boolean Manipulation with OBDD's can be Extended to FBDD's","Jordan Gergov"
"Efficient Boolean Manipulation with OBDD's can be Extended to FBDD's","Christoph Meinel"
"Case Study: Manipulating xor-OBDDs by Means of Signatures","Christoph Meinel"
"Case Study: Manipulating xor-OBDDs by Means of Signatures","Harald Sack"
"Exact Analysis of Closed Synchronized Systems of Stochastic Sequential Processes","Dirk Frosch-Wilke"
"Operator-Geometric Solutions for the M/G/k Queue and its Variants","Lothar Breuer"
"A New LP-Bound in Multivariate Lipschitz Optimization: Application to Unconstrained and Linearly Constrained Problems and to Systems of Inequalities","Reiner Horst"
"A New LP-Bound in Multivariate Lipschitz Optimization: Application to Unconstrained and Linearly Constrained Problems and to Systems of Inequalities","M. Nast"
"A New LP-Bound in Multivariate Lipschitz Optimization: Application to Unconstrained and Linearly Constrained Problems and to Systems of Inequalities","Nguyen V. Thoai"
"Complexity of Finite-Horizon Markov Decision process Problems.","Martin Mundhenk"
"Complexity of Finite-Horizon Markov Decision process Problems.","Judy Goldsmith"
"Complexity of Finite-Horizon Markov Decision process Problems.","Christopher Lusena"
"Complexity of Finite-Horizon Markov Decision process Problems.","Eric Allender"
"The Graph of Integer Multiplication is Hard for Read-k-Times Networks","Stasys Jukna"
"Two short notes","Lothar Breuer"
"On Smoothing of Generalized max-Functions via epsilon-Regularization","E. Levitin"
"On Smoothing of Generalized max-Functions via epsilon-Regularization","Rainer Tichatschke"
"An Adequate Reducibility Concept for Problems Defined in Terms of Ordered Binary Decision Diagrams","Christoph Meinel"
"An Adequate Reducibility Concept for Problems Defined in Terms of Ordered Binary Decision Diagrams","Anna Slobodová"
"On Continuous Deformations of Semi-Infinite Optimization Problems","Rainer Hettich"
"On Continuous Deformations of Semi-Infinite Optimization Problems","Hubertus Th. Jongen"
"Accelerating OBDD-Minimization by Means of Structural and Semantical Properties","Christoph Meinel"
"Accelerating OBDD-Minimization by Means of Structural and Semantical Properties","Anna Slobodová"
"Distributed Script - A Mobile Application for Multi-hop Ad-hoc Networks","Daniel Görgen"
"Distributed Script - A Mobile Application for Multi-hop Ad-hoc Networks","Matthias Transier"
"Distributed Script - A Mobile Application for Multi-hop Ad-hoc Networks","Peter Sturm 0001"
"Distributed Script - A Mobile Application for Multi-hop Ad-hoc Networks","Wolfgang Effelsberg"
"On the Expressiveness of Tree Set Operators","Helmut Seidl"
"On the Expressiveness of Tree Set Operators","Aditya V. Nori"
"On the Joint Distribution Functions of Order Statistics with Reference to Step-up Multiple Test Procedures","Helmut Finner"
"On the Joint Distribution Functions of Order Statistics with Reference to Step-up Multiple Test Procedures","Anthony J. Hayter"
"On the Joint Distribution Functions of Order Statistics with Reference to Step-up Multiple Test Procedures","Markus Roters"
"Ordered Binary Decision Diagrams and Their Significance in Computer-Aided Design of VLSI Circuits","Christoph Meinel"
"Ordered Binary Decision Diagrams and Their Significance in Computer-Aided Design of VLSI Circuits","Thorsten Theobald"
"Polynomial Constants are Decidable","Markus Müller-Olm"
"Polynomial Constants are Decidable","Helmut Seidl"
"Spatial Generalization of BMAP's with Finite State Space","Dieter Baum"
"On Generalized Bisection of N-Simplices","Reiner Horst"
"An Integer Concave Minimization Approach for the Minimum Concave Cost Capacitated Flow Problem on Networks","Reiner Horst"
"An Integer Concave Minimization Approach for the Minimum Concave Cost Capacitated Flow Problem on Networks","Nguyen V. Thoai"
"Practical PRAM Programming with Fork95 - A Tutorial","Christoph W. Keßler"
"Scheduling and Related Graph Theoretical Problems","Klaus Jansen"
"Computational Convexity","Peter Gritzmann"
"Computational Convexity","Victor Klee"
"Convergence of Disturbed Martingales and a Stochastic Model for Annuity Funds","Richard Rödler"
"Approximation Algorithms for Register Allocation","Klaus Jansen"
"Approximation Algorithms for Register Allocation","Joachim Reiter"
"The Theory of Optimal Sampling in Continuous Time","Markus Roters"
"Lower Bounds for Randomized Branching Programs with a Big OBDD Part","Rustam Mubarakzjanov"
"Inexact SQP Interior Point Methods and Large Scale Optimal Control Problems","Friedemann Leibfritz"
"Inexact SQP Interior Point Methods and Large Scale Optimal Control Problems","Ekkehard W. Sachs"
"Applying Formal Verification with Protocol Compiler","Christian Stangier"
"Applying Formal Verification with Protocol Compiler","Ulrich Holtmann"
"On Regularisation of Nonconvex Problems","Tim Voetmann"
"Finite Limits and Lower Bounds for Circuits Size","Stasys Jukna"
"On Alternating vs. Parity Communication Complexity","Carsten Damm"
"Quantization for Probability Measures in the Prohorov Metric","Siegfried Graf"
"Quantization for Probability Measures in the Prohorov Metric","Harald Luschgy"
"Fast and Simple Nested Fixpoints","Helmut Seidl"
"Xor-OBDDs - a BDD Structure for Probabilistic Verification","Christoph Meinel"
"Xor-OBDDs - a BDD Structure for Probabilistic Verification","Harald Sack"
"Polytopes in Combinatorial Optimization","Thomas Burger"
"Polytopes in Combinatorial Optimization","Peter Gritzmann"
"Medizinische Bildverarbeitung - eine Übersicht","Mikail Gevantmakher"
"Medizinische Bildverarbeitung - eine Übersicht","Christoph Meinel"
"Local Convergence of the Symmetric Rank-One Iteration","C. T. Kelley"
"Local Convergence of the Symmetric Rank-One Iteration","Ekkehard W. Sachs"
"Expressing Uniformity via Oracles","Carsten Damm"
"Expressing Uniformity via Oracles","Markus Holzer 0001"
"Expressing Uniformity via Oracles","Peter Rossmanith"
"Computational Design of Stabilizing Static Output Feedback Controllers","Friedemann Leibfritz"
"A Piecewise-Deterministic Model for Brownian Motion","Lothar Breuer"
"Design and Implementation of a PHP-based Web Server for the Tele-Lab IT Security","Michael Schmitt 0002"
"Design and Implementation of a PHP-based Web Server for the Tele-Lab IT Security","Christoph Meinel"
"On the GI/G/k Queue with Lebesgue-Dominated Inter-Arrival Time Distribution","Lothar Breuer"
"A Phase Space Model for Spatial BMAPs","Richard Rödler"
"Binary Decision Diagrams and the Multiple Variable Order Problem","Gianpiero Cabodi"
"Binary Decision Diagrams and the Multiple Variable Order Problem","Stefano Quer"
"Binary Decision Diagrams and the Multiple Variable Order Problem","Christoph Meinel"
"Binary Decision Diagrams and the Multiple Variable Order Problem","Harald Sack"
"Binary Decision Diagrams and the Multiple Variable Order Problem","Anna Slobodová"
"Binary Decision Diagrams and the Multiple Variable Order Problem","Christian Stangier"
"A New Proof of the Beckenbach Inequalities","Ditmar Erdmann"
"Primal-Dual Contraint Aggregation Method in Multistage Stochastic Programming","Michael Ruvimovich Davidson"
"A Pre-Dual for the Convolution Algebra D'(Gamma+)","Volker Schmidt"
"A Pre-Dual for the Convolution Algebra D'(Gamma+)","Peter Dierolf"
"An Optimization Algorithm for the MAP/PH/K Queue with Heterogeneous Servers","Dimitri Efrosinin"
"An Optimization Algorithm for the MAP/PH/K Queue with Heterogeneous Servers","Lothar Breuer"
"An Optimization Algorithm for the MAP/PH/K Queue with Heterogeneous Servers","Vladimir Rykov"
"Propositional Proofs and Their Complexity","Martin Mundhenk"
"Nonapproximability Results for Partially Observable Markov Decision Processes","Christopher Lusena"
"Nonapproximability Results for Partially Observable Markov Decision Processes","Judy Goldsmith"
"Nonapproximability Results for Partially Observable Markov Decision Processes","Martin Mundhenk"
"Spatial Queues with Infinitely Many Servers","Lothar Breuer"
"Method for Global Optimization of Class of Nonlinear Bilevel Programming Problems","Paul B. Hermanns"
"Method for Global Optimization of Class of Nonlinear Bilevel Programming Problems","Nguyen V. Thoai"
"Local Encoding Transformations for Optimizing OBDD-Representations of Finite State Machines","Christoph Meinel"
"Local Encoding Transformations for Optimizing OBDD-Representations of Finite State Machines","Thorsten Theobald"
"A new Algorithm for Solving the General Quadratic Programming Problem","Reiner Horst"
"A new Algorithm for Solving the General Quadratic Programming Problem","Nguyen V. Thoai"
"Dual Characterization of Super-Hedging Prices in a Currency Market with Proportional Transaction Costs","Markus R. Schmidt"
"Die Entwicklung der Informatik braucht Theorie und Praxis: Ein Fallbeispiel aus dem CAD-Schaltkreisentwurf","Christoph Meinel"
"Simultaneous Pseudo-Timestepping for Aerodynamic Shape Optimization Problems with State Constraints","Subhendu Bikash Hazra"
"Simultaneous Pseudo-Timestepping for Aerodynamic Shape Optimization Problems with State Constraints","Volker Schulz 0001"
"Combinational Logic Verification with FBDDs","Jordan Gergov"
"Combinational Logic Verification with FBDDs","Christoph Meinel"
"Speeding Up Symbolic Model Checking by Accelerating Dynamic Variable Reordering","Christoph Meinel"
"Speeding Up Symbolic Model Checking by Accelerating Dynamic Variable Reordering","Christian Stangier"
"Probabilistic Verification of Multiple-Valued Functions","Elena Dubrova"
"Probabilistic Verification of Multiple-Valued Functions","Harald Sack"
"From Markov Jump Processes to Inhomogeneous BMAPs","Lothar Breuer"
"The Structure Theorem for Linear Transfer Systems","Peter Dierolf"
"Proximal Point Methods in Examples","Alexander Kaplan"
"Proximal Point Methods in Examples","Rainer Tichatschke"
"ForkLight: A Control-Synchronous Parallel Programming Language","Christoph W. Keßler"
"ForkLight: A Control-Synchronous Parallel Programming Language","Helmut Seidl"
"Improving XOR-Node Placement for (+)-OBDDs","Christoph Meinel"
"Improving XOR-Node Placement for (+)-OBDDs","Harald Sack"
"Boolean Manipulation with Free BDD's - First Experimental Results","Jochen Bern"
"Boolean Manipulation with Free BDD's - First Experimental Results","Jordan Gergov"
"Boolean Manipulation with Free BDD's - First Experimental Results","Christoph Meinel"
"Boolean Manipulation with Free BDD's - First Experimental Results","Anna Slobodová"
"Separation by Hyperplanes in Finite-Dimensional Vector Spaces Over Archimedean Ordered Fields","Peter Gritzmann"
"Separation by Hyperplanes in Finite-Dimensional Vector Spaces Over Archimedean Ordered Fields","Victor Klee"
"Successive Determination and Verification of Polytopes by their X-Rays","R. J. Gardner"
"Successive Determination and Verification of Polytopes by their X-Rays","Peter Gritzmann"
"On the Power of Polynomial Bit-Reductions","Ulrich Hertrampf"
"On the Power of Polynomial Bit-Reductions","Clemens Lautemann"
"On the Power of Polynomial Bit-Reductions","Thomas Schwentick"
"On the Power of Polynomial Bit-Reductions","Heribert Vollmer"
"On the Power of Polynomial Bit-Reductions","Klaus W. Wagner"
"Cross-Positive Matrices Revisited","Peter Gritzmann"
"Cross-Positive Matrices Revisited","Victor Klee"
"Cross-Positive Matrices Revisited","B. S. Tam"
"Vom M/G/1- zum BMAP/G/1-Modell","Dieter Baum"
"Precise Interprocedural Dependence Analysis of Parallel Programs","Markus Müller-Olm"
"The Disjoint Cliques Problem","Klaus Jansen"
"The Disjoint Cliques Problem","Petra Scheffler"
"The Disjoint Cliques Problem","Gerhard J. Woeginger"
"Stability Conditions for the BMAP/G/1 Queue with Level Dependent Arrivals","Jens Hofmann 0001"
"On the Complexity of a Licence Constrained Job Assignment Problem","Klaus Jansen"
"Differences in productivity and impact across the different computer science subareas.","Jacques Wainer"
"Differences in productivity and impact across the different computer science subareas.","Michael Eckmann"
"Differences in productivity and impact across the different computer science subareas.","Siome Goldenstein"
"Differences in productivity and impact across the different computer science subareas.","Anderson Rocha 0001"
"The Future of Classic Data Administration: Objects + Databases + CASE","Arnon Rosenthal"
"Normalized Data Base Structure: A Brief Tutorial.","E. F. Codd"
"Seven Steps to Rendezvous with the Casual User.","E. F. Codd"
"Relational Completeness of Data Base Sublanguages.","E. F. Codd"
"DB&LP: A WWW Bibliography on Databases and Logic Programming","Michael Ley"
"Interactive Support for Non-Programmers: The Relational and Network Approaches.","E. F. Codd"
"Interactive Support for Non-Programmers: The Relational and Network Approaches.","C. J. Date 0001"
"Data Base Sublanguage Founded on the Relational Calculus.","E. F. Codd"
"Catchment classification by runoff behaviour with self-organizing maps (SOM)","Rita Ley"
"Catchment classification by runoff behaviour with self-organizing maps (SOM)","Markus Casper"
"Catchment classification by runoff behaviour with self-organizing maps (SOM)","Hugo Hellebrand"
"Catchment classification by runoff behaviour with self-organizing maps (SOM)","Ralf Merz"
"Lions' Commentary on UNIX 6th Edition, with Source Code","John Lions"
"Common Subexpression Identification in General Algebraic Systems.","Patrick A. V. Hall"
"Further Normalization of the Data Base Relational Model.","E. F. Codd"
"Derivability, Redundancy and Consistency of Relations Stored in Large Data Banks.","E. F. Codd"
"Principles of Distributed Object Database Languages.","Markus Tresch"
"The Capabilities of Relational Database Management Systems.","E. F. Codd"
"Analysis of projected hydrological behavior of catchments based on signature indices","Markus Casper"
"Analysis of projected hydrological behavior of catchments based on signature indices","Gayane Grigoryan"
"Analysis of projected hydrological behavior of catchments based on signature indices","Oliver Gronz"
"Analysis of projected hydrological behavior of catchments based on signature indices","Oliver Gutjahr"
"Analysis of projected hydrological behavior of catchments based on signature indices","Günther Heinemann"
"Analysis of projected hydrological behavior of catchments based on signature indices","Rita Ley"
"Analysis of projected hydrological behavior of catchments based on signature indices","Andreas Rock"
"Portierung des DBLP-Systems auf ein relationales Datenbanksystem und Evaluation der Performance.","Stephan Vollmer"
"Who's Who in the World Wide Web: Approaches to Name Disambiguation","Vanessa C. Klaas"
"PRPL: A Database Workload Specification Language, v1.3.","Kurt P. Brown"
"Efficient View Maintenance at Data Warehouses.","Tolga Yurek"
"Der Einfluss kleiner naturnaher Retentionsmaßnahmen in der Fläche auf den Hochwasserabfluss - Kleinrückhaltebecken -.","Rita Ley"
"Regelbasierte Extraktion und asymmetrische Fusion bibliographischer Informationen.","Oliver Hoffmann 0002"
"Ear Shape for Biometric Identification.","Bir Bhanu"
"Token.","Marijke De Soete"
"Multi-Threaded Implementation for Cryptography and Cryptanalysis.","Chen-Mou Cheng"
"Privacy-Preserving Authentication in Wireless Access Networks.","Shucheng Yu"
"Privacy-Preserving Authentication in Wireless Access Networks.","Wenjing Lou"
"Privacy-Preserving Authentication in Wireless Access Networks.","Kui Ren 0001"
"Issuer.","Marijke De Soete"
"Personal Identification Number (PIN).","Carlisle Adams"
"Differential-Linear Attack.","Alex Biryukov"
"Existential Forgery.","Gerrit Bleumer"
"Entropy Sources.","Carl M. Ellison"
"Naccache-Stern Higher Residues Cryptosystem.","David Naccache"
"Blum-Goldwasser Public Key Encryption System.","Dan Boneh"
"Field.","Burt Kaliski"
"Relatively Prime.","Burton S. Kaliski Jr."
"Alphabet.","Friedrich L. Bauer"
"Electronic Cheque.","Peter Landrock"
"CLEFIA.","Lars R. Knudsen"
"Biometrics in Video Surveillance.","Stan Z. Li"
"Extension Field.","Burton S. Kaliski Jr."
"Logic Bomb.","Sean W. Smith"
"Trust Management.","Brian Wongchaowart"
"Trust Management.","Adam J. Lee"
"Threshold Cryptography.","Yvo Desmedt"
"Oblivious Transfer.","Berry Schoenmakers"
"Running-Key.","Anne Canteaut"
"Unlinkability.","Gerrit Bleumer"
"Legendre Symbol.","Burt Kaliski"
"Niederreiter Encryption Scheme.","Nicolas Sendrier"
"TWIRL.","Adi Shamir"
"TWIRL.","Eran Tromer"
"Camellia.","Christophe De Cannière"
"Theorem Proving and Security.","Catherine A. Meadows"
"User Verification Method.","Marijke De Soete"
"Administrative Policies.","Pierangela Samarati"
"ISMS: A Management Framework for Information Security.","Angelika Plate"
"Pretty Good Privacy (PGP).","Clemens Heinrich"
"Kerberos Authentication Protocol.","Carlisle Adams"
"Anonymous Web Browsing and Publishing.","Stefan Köpsell"
"Verifiable Encryption.","Kazue Sako"
"Structural Cryptanalysis.","Alex Biryukov"
"2","Bodo Möller"
"Hard-Core Bit.","Burton S. Kaliski Jr."
"Vector Space.","Tanja Lange 0001"
"Multiset Attack.","Alex Biryukov"
"Cryptology.","Friedrich L. Bauer"
"Privacy.","Carlisle Adams"
"Semantic Security.","Kazue Sako"
"Multibiometrics.","Arun Ross"
"Public Key Proxy Signatures.","Gerrit Bleumer"
"Exponential Time.","Burton S. Kaliski Jr."
"Multiple Independent Levels of Security.","Jim Alves-Foss"
"Knapsack cryptographic schemes.","Yvo Desmedt"
"Euler's Totient Function.","Burt Kaliski"
"Decisional Diffie-Hellman Assumption.","Ran Canetti"
"Secure Network Coding for Wireless Mesh Networks.","Cristina Nita-Rotaru"
"Secure Network Coding for Wireless Mesh Networks.","Reza Curtmola"
"MDC-2 and MDC-4.","Bart Preneel"
"Security Architecture.","Peter Landrock"
"Alberti Encryption.","Friedrich L. Bauer"
"Roles in SQL.","Alessandro Campi"
"Index Calculus.","Kim Nguyen"
"Ntru.","William Whyte"
"Substitution-Permutation (SP) Network.","Alex Biryukov"
"Summation generator.","Caroline Fontaine"
"Rainbow Tables.","Gerald Brose"
"Right-to-Left Exponentiation.","Bodo Möller"
"Adaptive Chosen Plaintext and Chosen Ciphertext Attack.","Alex Biryukov"
"Contract Signing.","Matthias Schunter"
"Availability.","Eric Cronin"
"Tempest.","Markus Kuhn"
"Blum-Blum-Shub Pseudorandom Bit Generator.","Dan Boneh"
"Smoothness.","Kim Nguyen"
"Separation of Duties.","Mary Ellen Zurko"
"Separation of Duties.","Richard T. Simon"
"GMR Signature.","Gerrit Bleumer"
"Access Structure.","Yvo Desmedt"
"Authorizations.","Sabrina De Capitani di Vimercati"
"SHA Family (Secure Hash Algorithm).","Helena Handschuh"
"Universal One-Way Hash Functions.","Bart Preneel"
"Electronic Cash.","Gerrit Bleumer"
"Smartcard tamper resistance.","Markus Kuhn"
"Multiprecision Squaring.","Berk Sunar"
"SEPA.","Marijke De Soete"
"Algorithmic DoS.","Scott A. Crosby"
"Algorithmic DoS.","Dan S. Wallach"
"Digital Steganography.","Christian Cachin"
"Public Key Proxy Encryption.","Gerrit Bleumer"
"Interactive Argument.","Berry Schoenmakers"
"Social Perspectives on Information Privacy.","Mary J. Culnan"
"Chosen Ciphertext Attack.","Alex Biryukov"
"HRU.","Vijay Alturi"
"Signed Digit Exponentiation.","Bodo Möller"
"Authorizations management.","Carlisle Adams"
"Nonsecret Encryption.","Gerrit Bleumer"
"Group.","Burt Kaliski"
"RIPEMD Family.","Antoon Bosselaers"
"Correlation Immune and Resilient Boolean Functions.","Claude Carlet"
"Certification Authority.","Carlisle Adams"
"Cryptosystem.","Friedrich L. Bauer"
"Modular Root.","Scott Contini"
"Insider Threat Defense.","Salvatore J. Stolfo"
"Insider Threat Defense.","Brian M. Bowen"
"Insider Threat Defense.","Malek Ben Salem 0001"
"Fail-Stop Signature.","Gerrit Bleumer"
"Biometric Systems Evaluation.","Jonas Richiardi"
"Biometric Systems Evaluation.","Krzysztof Kryszczuk"
"Side-Channel Analysis.","Marc Joye"
"Side-Channel Analysis.","Francis Olivier"
"Cryptanalysis.","Friedrich L. Bauer"
"Authenticated Encryption.","J. Black"
"PMAC.","Bart Preneel"
"Keyboard Dynamics.","Mitchell A. Thornton"
"Derived Key.","Marijke De Soete"
"PKIX - Public Key Infrastructure (X.509).","Torben P. Pedersen"
"Biometric Authentication.","Nary Subramanian"
"DC Network.","Gerrit Bleumer"
"Payment Card.","Marijke De Soete"
"Random Bit Generator.","Marco Bucci"
"Relay Attack.","Yvo Desmedt"
"Electronic Postage.","Gerrit Bleumer"
"Simultaneous Exponentiation.","Bodo Möller"
"Proof of Knowledge Versus Proof of Membership.","Berry Schoenmakers"
"Pseudoprime.","Anton Stiglic"
"Lattice Reduction.","Phong Q. Nguyen"
"Cayley Hash Functions.","Christophe Petit"
"Cayley Hash Functions.","Jean-Jacques Quisquater"
"Number Field.","Burt Kaliski"
"Authentication Token.","Robert J. Zuccherato"
"Computational Complexity.","Salil P. Vadhan"
"Finite Field.","Burt Kaliski"
"SWP.","Marc Vauclair"
"Koblitz Elliptic Curves.","Darrel Hankerson"
"Koblitz Elliptic Curves.","Alfred Menezes"
"Side-Channel Attacks.","Tom Caddy"
"Secure Data Outsourcing: A Brief Overview.","Radu Sion"
"Signcryption.","Yevgeniy Dodis"
"Authorization Policy.","Carlisle Adams"
"Memory and State Exhaustion Denial of Service.","XiaoFeng Wang 0001"
"Rank Codes.","Ernst M. Gabidulin"
"Linear Complexity.","Anne Canteaut"
"Sieving in Function Fields.","Emmanuel Thomé"
"PEM, Privacy-Enhanced Mail.","Torben Pedersen"
"Nyberg-Rueppel Signature Scheme.","Kazue Sako"
"ElGamal Public Key Encryption.","Yvo Desmedt"
"Deniable Encryption.","Yvo Desmedt"
"Pseudonyms.","Gerrit Bleumer"
"Sliding Window Exponentiation.","Bodo Möller"
"Reference Monitor.","Trent Jaeger"
"Elliptic Curves for Primality Proving.","François Morain"
"Luby-Rackoff Ciphers.","Lars R. Knudsen"
"Password.","Gerald Brose"
"Visual Secret Sharing Schemes.","G. R. Blakley"
"Visual Secret Sharing Schemes.","Gregory A. Kabatiansky"
"Mix Networks.","Matthew K. Franklin"
"Boomerang Attack.","Alex Biryukov"
"Cross-Correlation.","Tor Helleseth"
"Feistel Cipher.","Alex Biryukov"
"Fingerprint.","Ruggero Donida Labati"
"Fingerprint.","Fabio Scotti"
"Quadratic Sieve.","Robert Silverman"
"Salt.","Carlisle Adams"
"Zeroization.","Sean W. Smith"
"Ciphertext-Only Attack.","Alex Biryukov"
"Primality Proving Algorithm.","Anton Stiglic"
"Schemes Based on Rank Codes.","Ernst M. Gabidulin"
"Dictionary Attack (I).","Alex Biryukov"
"Related Key Attack.","Alex Biryukov"
"Broadcast Encryption.","Dalit Naor"
